"Dev comments","Record ID","src_enUS","PTfixPing","tg_frFR","tg_deDE","tg_ptBR","tg_esLA","tg_jaJP","tg_zhCN","tg_plPL","tg_ukUA","tg_ruRU","tg_trTR","Last modified time","Path"
"","ST_HW_Bari_AbilityNames,Bari.Passive.OutOfGame","Accumulate <keyword tag=""Keyword.God.Bari.MysticSurge"">Spirit</> by <keyword tag=""Keyword.Damage"">dealing damage</> to enemies. Upon reaching <keyword tag=""Keyword.God.Bari.MysticSurge"">100 Spirit</> you enter <keyword tag=""Keyword.God.Bari.MysticSurge"">Mystic Surge</> for 5s and can use any of your first 3 abilities with no cooldown. Abilities used this way have a bonus effect.

• Gain bonus <keyword tag=""Keyword.Strength"">Strength</>, <keyword tag=""Keyword.Intelligence"">Intelligence</>, and <keyword tag=""Keyword.Buff"">Attack Speed</> while in your <keyword tag=""Keyword.God.Bari.MysticSurge"">Mystic Surge</> based on the rank of Spirit's Cadance","true","Accumulez de l'<keyword tag=""Keyword.God.Bari.MysticSurge"">Esprit</> en <keyword tag=""Keyword.Damage"">infligeant des dégâts</> aux ennemis. Quand vous atteignez <keyword tag=""Keyword.God.Bari.MysticSurge"">100 d'Esprit</>, vous entrez en <keyword tag=""Keyword.God.Bari.MysticSurge"">Influx mystique</> pendant 5s : vous pouvez alors utiliser vos 3 premières compétences sans temps de recharge, avec un effet bonus.

• Vous gagnez un bonus de <keyword tag=""Keyword.Strength"">force</>, d'<keyword tag=""Keyword.Intelligence"">intelligence</> et de <keyword tag=""Keyword.Buff"">vitesse d'attaque</> pendant votre <keyword tag=""Keyword.God.Bari.MysticSurge"">Influx mystique</> en fonction du rang de Cadence spirituelle.","Sammle <keyword tag=""Keyword.God.Bari.MysticSurge"">Geister</>, indem du Gegnern <keyword tag=""Keyword.Damage"">Schaden zufügst</>. Bei <keyword tag=""Keyword.God.Bari.MysticSurge"">100 Geistern</> erlangst du <keyword tag=""Keyword.God.Bari.MysticSurge"">mystische Energie</> für 5s. Du kannst deine ersten 3 Fertigkeiten ohne Abklingzeiten einsetzen. Fertigkeiten mit mystischer Energie haben zusätzliche Effekte.

• Erlange mehr <keyword tag=""Keyword.Strength"">Stärke</>, <keyword tag=""Keyword.Intelligence"">Intelligenz</> und <keyword tag=""Keyword.Buff"">Angriffstempo</> mit <keyword tag=""Keyword.God.Bari.MysticSurge"">mystischer Energie</> basierend auf der Stufe des Takts des Geistes","Acumula <keyword tag=""Keyword.God.Bari.MysticSurge"">espírito</> ao <keyword tag=""Keyword.Damage"">causar dano</> a inimigos. Ao chegar a <keyword tag=""Keyword.God.Bari.MysticSurge"">100 de espírito</>, você entra em <keyword tag=""Keyword.God.Bari.MysticSurge"">Surto Místico</> por 5s e pode usar qualquer uma das suas primeiras 3 habilidades sem intervalo. As habilidades usadas durante o surto têm efeito bônus.

• Ganha <keyword tag=""Keyword.Strength"">força</>, <keyword tag=""Keyword.Intelligence"">inteligência</> e <keyword tag=""Keyword.Buff"">cadência</> bônus enquanto está no <keyword tag=""Keyword.God.Bari.MysticSurge"">Surto Místico</>, baseado no ranque da Cadência do Espírito","Acumulas <keyword tag=""Keyword.God.Bari.MysticSurge"">espíritu</> al <keyword tag=""Keyword.Damage"">infligir daño</> a los enemigos. Al llegar a <keyword tag=""Keyword.God.Bari.MysticSurge"">100 de espíritu</>, entras en <keyword tag=""Keyword.God.Bari.MysticSurge"">Oleada mística</> durante 5s y puedes usar cualquiera de tus primeras 3 habilidades sin tiempo de reactivación. Las habilidades que se usan de esta manera tienen un efecto adicional.

• Obtienes <keyword tag=""Keyword.Strength"">fuerza</>, <keyword tag=""Keyword.Intelligence"">inteligencia</> y <keyword tag=""Keyword.Buff"">velocidad de ataque</> adicionales mientras estás en <keyword tag=""Keyword.God.Bari.MysticSurge"">Oleada mística</> según el rango de la Cadencia de espíritu","敵に<keyword tag=""Keyword.Damage"">ダメージを与える</>ことによって<keyword tag=""Keyword.God.Bari.MysticSurge"">魂</>を獲得する。<keyword tag=""Keyword.God.Bari.MysticSurge"">魂を100</>獲得すると、5秒間<keyword tag=""Keyword.God.Bari.MysticSurge"">ミスティックサージ</>状態になり、アビリティ1~3をクールダウンなしで使うことができる。この状態で使うアビリティには追加効果が付与される。

• <keyword tag=""Keyword.God.Bari.MysticSurge"">ミスティックサージ</>状態中は、魂の拍子のランクに応じて<keyword tag=""Keyword.Strength"">筋力</>、<keyword tag=""Keyword.Intelligence"">知力</>、<keyword tag=""Keyword.Buff"">攻撃速度</>が上昇する","对敌方<keyword tag=""Keyword.Damage"">造成伤害</>可累积<keyword tag=""Keyword.God.Bari.MysticSurge"">灵力</>。获得<keyword tag=""Keyword.God.Bari.MysticSurge"">100灵力</>时，你开始<keyword tag=""Keyword.God.Bari.MysticSurge"">秘法奔涌</>，5秒内你施放的前3个技能无冷却时间。秘法奔涌加持的技能可造成额外效果。

• 你在<keyword tag=""Keyword.God.Bari.MysticSurge"">秘法奔涌</>时可获得额外<keyword tag=""Keyword.Strength"">力量</>、<keyword tag=""Keyword.Intelligence"">智慧</>以及<keyword tag=""Keyword.Buff"">攻击速度</>，具体数值由通灵之声的等级决定","Gromadzisz <keyword tag=""Keyword.God.Bari.MysticSurge"">pkt. Ducha</>, <keyword tag=""Keyword.Damage"">zadając obrażenia</> wrogom. Po osiągnięciu poziomu <keyword tag=""Keyword.God.Bari.MysticSurge"">100 pkt. Ducha</> wchodzisz w stan <keyword tag=""Keyword.God.Bari.MysticSurge"">Mistycznego Przypływu</> na 5 sek. i możesz użyć dowolnej z 3 podstawowych zdolności bez czasu odnowienia. Użyte w ten sposób zdolności mają dodatkowe efekty.

• Zyskujesz dodatkową <keyword tag=""Keyword.Strength"">siłę</>, <keyword tag=""Keyword.Intelligence"">inteligencję</> i <keyword tag=""Keyword.Buff"">szybkość ataku</> w trakcie <keyword tag=""Keyword.God.Bari.MysticSurge"">Mistycznego Przypływu</>. Wielkość premii jest zależna od poziomu Duchowego Rytmu.","Накопичує <keyword tag=""Keyword.God.Bari.MysticSurge"">Дух</>, <keyword tag=""Keyword.Damage"">завдаючи шкоди</> ворогам. При <keyword tag=""Keyword.God.Bari.MysticSurge"">100 Духа</> активує <keyword tag=""Keyword.God.Bari.MysticSurge"">Містичну хвилю</> на 5 с і може використати будь-яку з перших 3 здібностей без перезарядки та з додатковим ефектом.

• Додаткові <keyword tag=""Keyword.Strength"">Сила</>, <keyword tag=""Keyword.Intelligence"">Розум</> і <keyword tag=""Keyword.Buff"">швидкість атаки</> в <keyword tag=""Keyword.God.Bari.MysticSurge"">Містичній хвилі</> залежать від рівня Гармонії духа.","Накапливает <keyword tag=""Keyword.God.Bari.MysticSurge"">Дух</>, <keyword tag=""Keyword.Damage"">нанося урон</> врагам. При <keyword tag=""Keyword.God.Bari.MysticSurge"">100 ед. Духа</> активирует <keyword tag=""Keyword.God.Bari.MysticSurge"">Мистический поток</> на 5 с. и может использовать любую из первых 3 способностей без перезарядки и с бонусным эффектом.

• Бонусные <keyword tag=""Keyword.Strength"">Сила</>, <keyword tag=""Keyword.Intelligence"">Разум</> и <keyword tag=""Keyword.Buff"">скорость атаки</> в <keyword tag=""Keyword.God.Bari.MysticSurge"">Мистическом потоке</> зависят от уровня Гармонии духа.","Düşmanlara <keyword tag=""Keyword.Damage"">hasar vererek</> <keyword tag=""Keyword.God.Bari.MysticSurge"">Ruh</> biriktirirsin. <keyword tag=""Keyword.God.Bari.MysticSurge"">100 Ruh</> biriktirdiğinde 5 sn boyunca <keyword tag=""Keyword.God.Bari.MysticSurge"">Mistik Dalgalanma</> etkisine girersin ve ilk 3 yeteneğini bekleme süresi olmadan kullanabilirsin. Bu şekilde kullanılan yeteneklerde bonus bir etki olur.

• <keyword tag=""Keyword.God.Bari.MysticSurge"">Mistik Dalgalanma</> etkisindeyken Ruhun Ahengi'nin derecesine göre bonus <keyword tag=""Keyword.Strength"">Kuvvet</>, <keyword tag=""Keyword.Intelligence"">Zekâ</> ve <keyword tag=""Keyword.Buff"">Saldırı Hızı</> kazanırsın.","2025-04-08T15:42:53Z","ST_HW_Bari_AbilityNames"
"","ST_HW_Bari_AbilityNames,Bari.Passive.Tooltip","Increased Strength, Intelligence, and Attack Speed","true","Bonus de force, d'intelligence et de vitesse d'attaque","Stärke, Intelligenz und Angriffstempo erhöht.","Inteligência, força e cadência aumentadas","Más fuerza, inteligencia y velocidad de ataque","筋力、知力、攻撃速度が上昇","力量、智慧和攻击速度提高","Zwiększona siła, inteligencja i szybkość ataku.","Збільшення Сили, Розуму і швидкості атаки","Сила, Разум и скорость атаки увеличены","Kuvvet, Zekâ ve Saldırı Hızı Artışı","2025-04-08T15:42:53Z","ST_HW_Bari_AbilityNames"
"","ST_HW_Bari_AbilityNames,Bari.PSV","Mystic Surge","true","Influx mystique","Mystische Energie","Surto Místico","Oleada mística","ミスティックサージ","秘法奔涌","Mistyczny Przypływ","Містична хвиля","Мистический поток","Mistik Dalgalanma","2025-04-08T15:42:53Z","ST_HW_Bari_AbilityNames"
,"ST_HW_Cabrakan_AbilityNames,Cabrakan.A01","Seismic Crush","true","Écrasement sismique","Seismische Vernichtung","Abalo Sísmico","Aplastamiento sísmico","大震撃","裂地奔袭","Sejsmiczne Zgruchotanie","Сейсмічний удар","Сейсмический удар","Sismik Eziş","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
,"ST_HW_Cabrakan_AbilityNames,Cabrakan.A02","Refraction Shield","true","Bouclier de réfraction","Ablenkender Schild","Escudo de Refração","Escudo de reflejo","屈折の盾","折射石盾","Tarcza Refrakcyjna","Заломлюючий щит","Преломляющий щит","Kırılma Kalkanı","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
,"ST_HW_Cabrakan_AbilityNames,Cabrakan.A03","Tremors","true","Zone sismique","Zittern","Tremores","Temblores","振動","震颤","Wstrząsy","Струси","Сотрясения","Sarsıntılar","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
,"ST_HW_Cabrakan_AbilityNames,Cabrakan.A04","Tectonic Shift","true","Mouvement tectonique","Tektonischer Wechsel","Paredes Tectônicas","Variación tectónica","地殻隆起","地壳迁移","Przesunięcie Tektoniczne","Тектонічний зсув","Тектонический сдвиг","Tektonik Kayma","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
"","ST_HW_Cabrakan_AbilityNames,Cabrakan.B02","Enhanced Refraction Shield","true","Bouclier de réfraction amélioré","Verstärkter Ablenkender Schild","Escudo de Refração aumentado","Escudo de reflejo mejorado","強化された屈折の盾","强化折射石盾","Ulepszona Tarcza Refrakcyjna","Покращений Заломлюючий щит","Улучшенный преломляющий щит","Gelişmiş Kırılma Kalkanı","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
,"ST_HW_Cabrakan_AbilityNames,Cabrakan.Basic","Cabrakan Basic Attack","true","Attaque de base de Cabrakan","Grundangriff Cabracán","Ataque Básico de Cabrakán","Ataque básico de Cabrakán","カブラカン基本攻撃","卡布拉冈 普通攻击","Podstawowy atak Cabrakana","Базові атаки Кабракана","Базовая атака Кабракана","Cabrakan Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
,"ST_HW_Cabrakan_AbilityNames,Cabrakan.PSV","Shadow Zone","true","Zone d'ombre","Schattenzone","Zona Sombria","Zona de sombra","影の空間","阴影结界","Strefa Cienia","Тіньова зона","Теневая зона","Gölge Bölgesi","2025-04-08T15:42:53Z","ST_HW_Cabrakan_AbilityNames"
"","ST_HW_Cerberus_AbilityNames,Cerberus.A01","Paralyzing Spit","true","Crachat paralysant","Lähmende Spucke","Escarro Paralisante","Escupitajo paralizante","痺れる唾液","麻痹喷吐","Paraliżująca Ślina","Паралізуючий плювок","Парализующий плевок","Felç Edici Tükürük","2025-04-08T15:42:53Z","ST_HW_Cerberus_AbilityNames"
"","ST_HW_Cerberus_AbilityNames,Cerberus.A02","Ghastly Breath","true","Souffle épouvantable","Atem des Grauens","Hálito Sinistro","Exhalación horrenda","恐怖の吐息","幽冥吐息","Upiorne Tchnienie","Смердючий подих","Жуткое дыхание","Berbat Nefes","2025-04-08T15:42:53Z","ST_HW_Cerberus_AbilityNames"
"","ST_HW_Cerberus_AbilityNames,Cerberus.A03","Soul Expulsion","true","Expulsion d'âme","Seelenvertreibung","Expurgo de Almas","Expulsión de almas","魂の追放","裂魂之跃","Wygnanie Dusz","Вигнання душ","Изгнание душ","Ruh Çıkarma","2025-04-08T15:42:53Z","ST_HW_Cerberus_AbilityNames"
"","ST_HW_Cerberus_AbilityNames,Cerberus.A04","Stygian Torment","true","Tourments stygiens","Stygische Folter","Tormenta Estígia","Tormento de Estigia","地獄の苦悩","阴森折磨","Męka Styksu","Стигійські муки","Стигийские муки","Kasvetli Azap","2025-04-08T15:42:53Z","ST_HW_Cerberus_AbilityNames"
,"ST_HW_Cerberus_AbilityNames,Cerberus.Basic","Cerberus Basic Attack","true","Attaque de base de Cerbère","Grundangriff Zerberus","Ataque Básico de Cérbero","Ataque básico de Cerbero","ケルベロス基本攻撃","刻耳柏洛斯普通攻击","Atak podstawowy Cerbera","Базова атака Цербера","Базовая атака Цербера","Cerberus Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Cerberus_AbilityNames"
"","ST_HW_Cerberus_AbilityNames,Cerberus.PSV","Spirit of Death","true","Esprit funeste","Todesgeist","Espírito da Morte","Espíritu de la muerte","死の魂","亡者之魂","Duch Śmierci","Дух смерті","Дух смерти","Ölüm Ruhu","2025-04-08T15:42:53Z","ST_HW_Cerberus_AbilityNames"
"","ST_HW_Change_AbilityNames,Change.A01","Cresent Moon Dance","true","Danse du croissant de lune","Sichelmond-Tanz","Dança da Lua Crescente","Baile de luna creciente","三日月ダンス","新月之舞","Taniec Sierpa Księżyca","Танок півмісяця","Танец полумесяца","Hilal Ayı Dansı","2025-04-08T15:42:53Z","ST_HW_Change_AbilityNames"
"","ST_HW_Change_AbilityNames,Change.A02","Moonlit Waltz","true","Valse au clair de lune","Mondlicht-Walzer","Valsa do Luar","Vals de luz de luna","ムーンライトワルツ","月下轻舞","Księżycowy Walc","Місячний вальс","Лунный вальс","Ay Işığında Vals","2025-04-08T15:42:53Z","ST_HW_Change_AbilityNames"
"","ST_HW_Change_AbilityNames,Change.A03","Moonflower Dance","true","Danse de la fleur de lune","Mondblumen-Tanz","Dança da Dama da Noite","Danza de flor de luna","ヨルガオのダンス","月华轮舞","Taniec Kwiatów Wilca","Танок місячних квітів","Танец лунных цветов","Ay Çiçeği Dansı","2025-04-08T15:42:53Z","ST_HW_Change_AbilityNames"
"","ST_HW_Change_AbilityNames,Change.A04","Waxing Moon","true","Demi-lune","Zunehmender Mond","Lua Minguante","Cuarto creciente","上弦の月","盈月狂舞","Rosnący Księżyc","Висхідний місяць","Восходящая луна","Yeni Ay","2025-04-08T15:42:53Z","ST_HW_Change_AbilityNames"
,"ST_HW_Change_AbilityNames,Change.Basic","Change Basic Attack","true","Attaque de base de Chang'e","Grundangriffsänderung","Ataque básico de Chang'e","Ataque básico de Chang'e","嫦娥基本攻撃","嫦娥 普通攻击","Podstawowy atak Chang'e","Базова атака Чан'е","Сменить базовую атаку","Chang'e Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Change_AbilityNames"
"","ST_HW_Change_AbilityNames,Change.PSV","Jade Rabbit","true","Lapin de jade","Jadehase","Coelho de Jade","Conejo de jade","翡翠の兎","翡翠玉兔","Jadeitowy Królik","Нефритовий кролик","Нефритовый кролик","Yeşim Tavşan","2025-04-08T15:42:53Z","ST_HW_Change_AbilityNames"
"","ST_HW_Charybdis_AbilityNames,Charybdis.A01","Spike Shot","true","Crache-pointes","Stachelschuss","Disparo Perfurante","Ataque astillado","スパイクショット","尖刺射击","Kolczasty Strzał","Постріл шипом","Выстрел шипом","Delici Atış","2025-04-08T15:42:53Z","ST_HW_Charybdis_AbilityNames"
"","ST_HW_Charybdis_AbilityNames,Charybdis.A02","Capsize","true","Naufrage","Kentern","Emborcar","Zozobra","転覆","倾覆之浪","Wysoka Fala","Перекидання","Опрокидывание","Alabora","2025-04-08T15:42:53Z","ST_HW_Charybdis_AbilityNames"
"","ST_HW_Charybdis_AbilityNames,Charybdis.A03","Whirlpool Form","true","Tourbillon de dents","Strudelform","Forma de Redemoinho","Forma de remolino","渦潮","漩涡形态","Postać Wiru Wodnego","Форма виру","Форма водоворота","Girdap Hali","2025-04-08T15:42:53Z","ST_HW_Charybdis_AbilityNames"
"","ST_HW_Charybdis_AbilityNames,Charybdis.A04","The Maw Hungers","true","La Mâchoire insatiable","Der hungrige Schlund","A Bocarra","Fauces hambrientas","飢えた魚","巨口吞天","Głód Paszczy","Голодні пащі","Голодная пасть","İştahlı Yırtıcı Dişler","2025-04-08T15:42:53Z","ST_HW_Charybdis_AbilityNames"
,"ST_HW_Charybdis_AbilityNames,Charybdis.Basic","Charybdis Basic Attack","true","Attaque de base de Charybde","Grundangriff Charybdis","Ataque básico de Caríbdis","Ataque básico de Caribdis","カリュブディス基本攻撃","卡律布狄斯 普通攻击","Atak podstawowy Charybdy","Базова атака Харібди","Базовая атака Харибды","Charybdis Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Charybdis_AbilityNames"
"","ST_HW_Charybdis_AbilityNames,Charybdis.PSV","Raging Tides","true","Courants impétueux","Tobende Fluten","Maré Furiosa","Marea furiosa","荒れ狂う潮流","怒潮翻涌","Szalejące Fale","Люті припливи","Бушующий прилив","Öfkeli Gelgitler","2025-04-08T15:42:53Z","ST_HW_Charybdis_AbilityNames"
"","ST_HW_Cthulhu_AbilityNames,Cthulhu.A01","Sanity Break","true","Perte de raison","Vernunftverlust","À Beira da Loucura","Rotura de cordura","サニティーブレイク","理智崩溃","Załamanie Nerwowe","Втрата глузду","Потеря рассудка","Akıl Bozma","2025-04-08T15:42:53Z","ST_HW_Cthulhu_AbilityNames"
"","ST_HW_Cthulhu_AbilityNames,Cthulhu.A02","The Mire","true","Bourbier","Versumpft","O Lamaçal","El lodo","地獄の沼","蔓延泥沼","Bagno","Безодня","Бездна","Batak","2025-04-08T15:42:53Z","ST_HW_Cthulhu_AbilityNames"
"","ST_HW_Cthulhu_AbilityNames,Cthulhu.A03","Rushing Terror","true","Vent de terreur","Schreckenssprung","Onda de Terror","Terror violento","戦慄の進撃","恐怖冲锋","Fala Terroru","Хвиля жаху","Волна ужаса","Atılgan Korku","2025-04-08T15:42:53Z","ST_HW_Cthulhu_AbilityNames"
"","ST_HW_Cthulhu_AbilityNames,Cthulhu.A04","Descend into Madness","true","Démentiel","Abstieg in den Wahnsinn","Mergulhar na Loucura","Descenso a la locura","狂気への没入","陷入疯狂","Otchłanie Szaleństwa","Божевілля","Сумасшествие","Deliliğe Düşüş","2025-04-08T15:42:53Z","ST_HW_Cthulhu_AbilityNames"
,"ST_HW_Cthulhu_AbilityNames,Cthulhu.Basic","Cthulhu Basic Attack","true","Attaque de base de Cthulhu","Grundangriff Cthulhu","Ataque básico de Cthulhu","Ataque básico de Cthulhu","クトゥルフ基本攻撃","克苏鲁普通攻击","Atak podstawowy Cthulhu","Базова атака Ктулху","Базовая атака Ктулху","Cthulhu Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Cthulhu_AbilityNames"
"","ST_HW_Cthulhu_AbilityNames,Cthulhu.PSV","Prey on Fear","true","Délicieuse terreur","Ausbeuter der Angst","Alimentando-se do Medo","Presa del miedo","畏怖の餌食","恐惧化身","Żerowanie na Strachu","Жах — його харч","Страх – его пища","Ürkmüş Av","2025-04-08T15:42:53Z","ST_HW_Cthulhu_AbilityNames"
,"ST_HW_Cupid_AbilityNames,Cupid.A01","Heart Bomb","true","Bombe d'amour","Herzbombe","Coração Bomba","Bomba corazón","ハートボム","爱心炸弹","Bomba Serca","Бомба-серце","Бомба-сердечко","Kalp Bombası","2025-04-08T15:42:53Z","ST_HW_Cupid_AbilityNames"
,"ST_HW_Cupid_AbilityNames,Cupid.A02","Share the Love","true","Amour pour tous","Teile die Liebe","Compartilhando Amor","Comparte el amor","愛の共有","爱心散落","Podziel Się Miłością","Поділитися коханням","Поделись любовью","Aşkı Paylaş","2025-04-08T15:42:53Z","ST_HW_Cupid_AbilityNames"
,"ST_HW_Cupid_AbilityNames,Cupid.A03","Flutter","true","Battement d'ailes","Flattern","Palpitação","Aleteo","羽ばたき","心潮澎湃","Trzepot","Пурхання","Порхание","Kanat Çırp","2025-04-08T15:42:53Z","ST_HW_Cupid_AbilityNames"
,"ST_HW_Cupid_AbilityNames,Cupid.A04","Fields of Love","true","Champs d'amour","Felder der Liebe","Campos Enamorados","Campos de amor","愛の領域","爱之领域","Pola Miłości","Поля кохання","Поля любви","Aşk Tarlaları","2025-04-08T15:42:53Z","ST_HW_Cupid_AbilityNames"
,"ST_HW_Cupid_AbilityNames,Cupid.Basic","Cupid Basic Attack","true","Attaque de base de Cupidon","Grundangriff Amor","Ataque Básico de Cupido","Ataque básico de Cupido","キューピッド基本攻撃","丘比特 普通攻击","Podstawowy atak Kupidyna","Базова атака Купідона","Базовая атака Купидона","Cupid Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Cupid_AbilityNames"
,"ST_HW_Cupid_AbilityNames,Cupid.PSV","Lovestruck","true","Coup de foudre","Verknallt","Amor Doentio","Locamente enamorado","熱愛","恋爱之箭","Uderzenie Miłości","Стріли кохання","Стрелы любви","Aşk Çarpması","2025-04-08T15:42:53Z","ST_HW_Cupid_AbilityNames"
"","ST_HW_Discordia_AbilityNames,Discordia.A01","Unruly Magic","true","Magie instable","Unbändige Magie","Magia Insubmissa","Magia rebelde","気ままな魔法","无序法球","Magia Chaosu","Дика магія","Дикая магия","Zaptedilmez Büyü","2025-04-08T15:42:53Z","ST_HW_Discordia_AbilityNames"
"","ST_HW_Discordia_AbilityNames,Discordia.A02","Strife","true","Querelle","Zwietracht","Conflito","Contienda","闘争","纷争","Konflikt","Розбрат","Раздор","Arbede","2025-04-08T15:42:53Z","ST_HW_Discordia_AbilityNames"
"","ST_HW_Discordia_AbilityNames,Discordia.A03","Erratic Behavior","true","Inconstance","Unstetes Verhalten","Comportamento Instável","Comportamiento errático","奇行","反复无常","Kapryśność","Хаотична поведінка","Хаотичное поведение","Dengesiz Hal","2025-04-08T15:42:53Z","ST_HW_Discordia_AbilityNames"
"","ST_HW_Discordia_AbilityNames,Discordia.A04","Golden Apple of Discord","true","Pomme dorée de la discorde","Goldener Apfel des Zwiespalts","Maçã Dourada da Discórdia","Manzana dorada de la discordia","不和の金リンゴ","纷争的金苹果","Złote Jabłko Niezgody","Золоте яблуко розбрату","Золотое яблоко раздора","İhtilafçı Altın Elma","2025-04-08T15:42:53Z","ST_HW_Discordia_AbilityNames"
,"ST_HW_Discordia_AbilityNames,Discordia.Basic","Discordia Basic Attack","true","Attaque de base de Discordia","Grundangriff Discordia","Ataque Básico Discordia","Ataque básico de Discordia","ディスコルディア基本攻撃","狄斯科耳狄亚普通攻击","Podstawowy atak Discordii","Базова атака Дискордії","Базовая атака Дискордии","Discordia Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Discordia_AbilityNames"
"","ST_HW_Discordia_AbilityNames,Discordia.PSV","Contest of Gods","true","Concours des dieux","Wettstreit der Götter","Embate entre Deuses","Concurso de dioses","神々のコンテスト","诸神之争","Konkurs Bogów","Змагання богів","Состязание богов","Tanrı Yarışması","2025-04-08T15:42:53Z","ST_HW_Discordia_AbilityNames"
"","ST_HW_Freya_AbilityNames,Freya.A01","Irradiate","true","Irradier","Strahlen","Irradiar","Irradiar","イレディエイト","神剑光华","Naświetlenie","Випромінення","Свечение","Aydınlan","2025-04-08T15:42:53Z","ST_HW_Freya_AbilityNames"
"","ST_HW_Freya_AbilityNames,Freya.A02","Pulse","true","Impulsion","Pulsieren","Pulso","Pulso","パルス","符文脉冲","Puls","Імпульс","Импульс","Darbe","2025-04-08T15:42:53Z","ST_HW_Freya_AbilityNames"
"","ST_HW_Freya_AbilityNames,Freya.A03","Banish","true","Bannissement","Verbannen","Banir","Desterrar","追放","放逐","Wygnanie","Вигнання","Изгнание","Sürgün","2025-04-08T15:42:53Z","ST_HW_Freya_AbilityNames"
"","ST_HW_Freya_AbilityNames,Freya.A04","Valkyrie's Discretion","true","Résolution de Valkyrie","Urteil der Walküren","Discrição da Valquíria","Prudencia de la valquiria","ヴァルキリーの審判","瓦尔基里的裁决","Roztropność Walkirii","Розсудливість валькірії","Благоразумие валькирии","Valkyrie'nin Takdiri","2025-04-08T15:42:53Z","ST_HW_Freya_AbilityNames"
,"ST_HW_Freya_AbilityNames,Freya.Basic","Freya Basic Attack","true","Attaque de base de Freyja","Grundangriff Freya","Ataque Básico de Freya","Ataque básico de Freya","フレイア基本攻撃","弗蕾亚 普通攻击","Podstawowy atak Frei","Базова атака Фрейї","Базовая атака Фрейи","Freya Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Freya_AbilityNames"
"","ST_HW_Freya_AbilityNames,Freya.PSV","Brisingamen's Blessing","true","Bénédiction de Brisingar","Brisingamens Segen","Bênção de Brisingamen","Bendición de Brisingamen","ブリーシンガメンの祝福","布里希嘉曼的祝福","Błogosławieństwo Brisingamenu","Благословення Брісінґамена","Благословение Брисингамена","Brisingamen'in Kutsaması","2025-04-08T15:42:53Z","ST_HW_Freya_AbilityNames"
"","ST_HW_Ganesha_AbilityNames,Ganesha.A01","Turn of Fate","true","Coup du destin","Schicksalswende","Mudança do Destino","Cambiar destino","運命変転","命运转轮","Odmiana Losu","Поворот долі","Поворот судьбы","Kaderin Cilvesi","2025-04-08T15:42:53Z","ST_HW_Ganesha_AbilityNames"
"","ST_HW_Ganesha_AbilityNames,Ganesha.A02","Ohm","true","Ohm","Ohm","Ohm","Ohm","オーム","坐莲咏经","Om","Ом","Ом","Ohm","2025-04-08T15:42:53Z","ST_HW_Ganesha_AbilityNames"
"","ST_HW_Ganesha_AbilityNames,Ganesha.A03","Remove Obstacles","true","Balayer les obstacles","Hindernisse entfernen","Remover Obstáculos","Eliminar obstáculos","障害撤去","移除障碍","Usunięcie Przeszkód","Усунення перешкод","Устранение препятствий","Engelleri Kaldırın","2025-04-08T15:42:53Z","ST_HW_Ganesha_AbilityNames"
"","ST_HW_Ganesha_AbilityNames,Ganesha.A04","Dharmic Pillars","true","Piliers du Dharma","Dharmische Säulen","Pilares Dármicos","Pilares dhármicos","戒律の柱","四柱光牢","Filary Dharmiczne","Стовпи дхарми","Столпы дхармы","Dharma Sütunları","2025-04-08T15:42:53Z","ST_HW_Ganesha_AbilityNames"
,"ST_HW_Ganesha_AbilityNames,Ganesha.Basic","Ganesha Basic Attack","true","Attaque de base de Ganesh","Grundangriff Ganesha","Ataque Básico de Ganesha","Ataque básico de Ganesha","ガネーシャ基本攻撃","伽内什普通攻击","Atak podstawowy Ganeshy","Базова атака Ганеші","Базовая атака Ганеши","Ganesha Temel Saldırı","2025-04-08T15:42:53Z","ST_HW_Ganesha_AbilityNames"
"","ST_HW_Ganesha_AbilityNames,Ganesha.PSV","Good Fortune","true","Bonne fortune","Glücksfall","Boa Sorte","Buena fortuna","幸運","运势眷顾","Sprzyjający Los","Вдача","Удача","İyi Şans","2025-04-08T15:42:53Z","ST_HW_Ganesha_AbilityNames"
,"ST_HW_Geb_AbilityNames,Geb.A01","Roll Out","true","Boule de terre","Ausrollen","Pedra Rolante","A rodar","回転アタック","势不可挡","Walec","Покотили!","Покатили!","Yuvarlan","2025-04-08T15:42:53Z","ST_HW_Geb_AbilityNames"
