"Dev comments","Marked","OB6","Record ID","src_enUS","tg_frFR","tg_deDE","tg_ptBR","tg_esLA","tg_jaJP","tg_zhCN","tg_plPL","tg_ukUA","tg_ruRU","tg_trTR","Last modified time","Last modified source","Path"
"","false","false","HW.GodsPage.Builder,Label.EditingBuild","Editing your build...",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.Favorite","Favorite","Ajouter aux favoris","Favorit","Tornar favorito","Favorito","お気に入り","收藏","Zaznacz",,"Добавить в избранное","Favori","2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.GameVersion","Game Version: {0}",,,,,,,,,,,"2025-03-31T12:06:34Z","2025-03-31T12:06:34Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.GodBuilder","God Builder",,,"Personalização de Deus",,"神ビルダー",,"Konstruktor bogów",,"Экран сборок","TANRI OLUŞTURUCU","2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.GodBuilder.Caps","GOD BUILDER",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.MyBuilds","My Builds",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.PinToStore","Pin To Store",,,,,,,,,,,"2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.SelectAbility","Select An Ability",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.SelectItem","Select An Item",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.SelectRole","Select A Role",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.Builder,Label.Unfavorite","Unfavorite","Retirer des favoris","Favorit entfernen","Remover favorito","Eliminar","お気に入りの解除","取消收藏","Odznacz",,"Удалить из избранного","Favoriden Çıkar","2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.Builder"
"","false","false","HW.GodsPage.TopNavBar,GodsPage.TopNavBar.GodBuilder","GOD BUILDER",,,,,,,,,,,"2025-03-17T14:57:18Z","2025-03-17T14:57:18Z","HW.GodsPage.TopNavBar"
"","false","false","HW.HUD.GodHelpTip,Kali_MarkTargetInteract","<prompt tags=""Input.Interact""/> TO CHANGE MARKED TARGET",,,,,,,,,,,"2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.HUD.GodHelpTip"
"","false","false","HW.HUD.HUDEditor,WidgetName.GodHelpTip","God Help Tip",,,,,,,,,,,"2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.HUD.HUDEditor"
"","false","false","HW.Items.Descriptions,item.AncientSignet","Passive: Enemies hit by your abilities take 50 + 10 per level bonus Magical Damage. This can only occur once every 20s. The cooldown is reduced by 2s for every minion kill or assist.",,,,,,,,,,,"2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Baneful Rapier","Passive: When you Critically Strike an enemy you gain 30% Attack Speed for 3s.","Passif : infliger un coup critique vous donne un bonus de 15% de vitesse d'attaque pendant 4s.","Passiv: Wenn du bei einem Gegner einen kritischen Treffer landest, erhältst du für 4s 15% Angriffstempo.","Passiva: quando você causa um dano crítico nos inimigos, você ganha 15% de cadência por 4s.","Pasiva: Cuando infliges un ataque crítico a un enemigo, obtienes un 15% de velocidad de ataque durante 4s.","パッシブ：敵にクリティカルヒットを与えると攻撃速度が4秒間15%上昇する。","被动：你对敌方发动暴击时，获得15%攻击速度，持续4秒。","Pasywnie: gdy trafisz krytycznie wroga, zyskujesz 15% szybkości ataku na 4 sek.","Пасивний ефект: критичний удар по ворогу дає 15% швидкості атаки на 4 с.","Пассивный эффект: критические удары врагам дают +15% скорости атаки на 4 с.","Pasif: Bir düşmana Kritik Vuruş yaptığında 4sn boyunca %15 Saldırı Hızı kazan.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Bindings of Lyngvi","Passive: Enemy gods hit by your Hard CC effects lose 10 Physical Protection and 10 Magical Protection for 4s stacking up to 4 times. If you have 150 or more protections from items, apply 2 stacks at a time.","Passif : quand vous appliquez un contrôle à une divinité ennemie, elle perd 10 de protection physique et 10 de protection magique pendant 4s.","Passiv: Gegnerische Gottheiten, die von deinen starken CC-Effekten getroffen werden, verlieren für 4s je 10 physischen und magischen Schutz.","Passiva: deuses inimigos atingidos pelos seus efeitos de controle coletivo perdem 10 de proteção física e 10 de proteção mágica por 4s.","Pasiva: Los dioses enemigos golpeados por tus efectos de control de masas fuerte pierden 10 de protección física y 10 de protección mágica durante 4s.","パッシブ：ハードCC効果を受けた敵ゴッドは4秒間、物理防御力および魔法防御力を10失う。","被动：被你硬控效果命中的敌方神明失去10点物理抗性和10点魔法抗性，持续4秒。","Pasywnie: wrogie bóstwa trafione efektami twardej KT tracą 10 pkt. ochrony fizycznej i magicznej na 4 sek.","Пасивний ефект: вражені вашим сильними ЕК ворожі боги втрачають 10 фізичного захисту і 10 магічного захисту на 4 с.","Пассивный эффект: задетые вашим сильным ЭК вражеские боги теряют 15 физической и 15 магической защиты на 4 с.","Pasif: Sert KK etkilerinle vurulan düşman tanrılar 4 sn boyunca 10 Fiziksel Koruma ve 10 Sihirli Koruma kaybeder.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.BlinkRune","Active: You are Teleported to a targeted location up to 5.6m away. This effect can be used while firing another ability. Cannot be activated for 3s upon dealing damage to a god or taking damage from a god. Damaging or Killing an enemy god within 4s of being used reduced the cooldown by 30s. Cooldown: 180s","Actif : vous vous téléportez sur l'emplacement ciblé à 5,6m de vous. Utilisable en combat ou pendant la canalisation d'une compétence. Temps de recharge : 240s.","Aktiv: Du wirst an eine ausgesuchte Stelle teleportiert, bis zu 5,6 Meter von deinem aktuellen Standort entfernt. Dieser Effekt kann während des Kampfes oder der Aktivierung einer Fertigkeit eingesetzt werden. Abklingzeit: 240s.","Ativa: você é teleportado para um local escolhido a até 5,6m de distância. Esse efeito pode ser usado durante o combate ou ao usar outra habilidade. Intervalo: 240s","Activa: te teletransportas a una ubicación específica a una distancia de hasta 5,6 m. Este efecto se puede utilizar durante el combate o mientras se dispara otra habilidad. Tiempo de reactivación: 240s","アクティブ：指定したエリアに最大5.6ｍの距離までテレポートする。この効果は戦闘中もしくは他のアビリティを発動中に使用することができる。クールダウン：240秒","主动：你传送到最远5.6米的目标地点。此效果可在战斗过程中或施放另一个技能时使用。冷却时间：240秒","Aktywacja: zostajesz teleportowany we wskazane miejsce oddalone o maksymalnie 5,6 m. Efekt ten może zostać użyty podczas walki lub korzystania z innej zdolności. Czas odnowienia: 240 sek.","Активний ефект: у бою або при активації іншої здібності ви телепортуєтесь в обране місце на відстані до 5,6 м. Перезарядка: 240 с.","Активный эффект: в бою или при активации другой способности вы телепортируетесь в выбранную область на расстоянии до 5,6 м. Перезарядка: 240 с.","Aktif: En fazla 5,6 m uzaktaki bir hedef konuma ışınlan. Bu etki savaşırken veya başka bir yeteneği etkinleştirirken kullanılabilir. Bekleme süresi: 240 sn.","2025-04-08T13:32:52Z","2025-04-03T20:26:04Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Dagger of Frenzy","Active: You gain 10+3 per level Basic Attack Damage and 50% Attack Speed for the next 6 basic attacks. Killing a god refreshes the current cooldown. Cooldown: 15s.","Actif : vous obtenez un bonus de 10 dégâts d'attaque de base (+2 par niveau) ainsi qu'un bonus de 30% de vitesse d'attaque pour 5 attaques. Éliminer une divinité réinitialise le temps de recharge de cette compétence. Temps de recharge : 15s.","Aktiv: Du erhältst 10+2 Grundangriffsschaden pro Stufe und 30% Angriffstempo für die nächsten 5 Grundangriffe. Eine Gottheit zu töten setzt die aktuelle Abklingzeit zurück. Abklingzeit: 15s","Ativa: você ganha 10+2 por nível de dano de ataque básico e 30% de cadência pelos próximos 5 ataques básicos. Matar um deus zera o intervalo atual. Intervalo: 15s.","Activa: Obtienes 10+2 por nivel de daño de ataque básico y 30% de velocidad de ataque durante los siguientes 5 ataques básicos. Eliminar a un dios restablece el tiempo de reactivación actual. Tiempo de reactivación: 15s.","アクティブ：次の5回の基本攻撃は、10+レベルごとに2の基本攻撃ダメージと30%の攻撃速度を獲得する。ゴッドをキルすると現在のクールダウンがリセットされる。クールダウン15秒。","主动：你的下5次普通攻击获得10+每级2点普通攻击伤害和30%攻击速度。击杀神明可刷新当前冷却时间。冷却时间：15秒。","Aktywacja: zyskujesz 10 (+2 na poz.) obrażeń ataków podst. i 30% szybkości ataku podczas kolejnych 5 ataków podst. Zabicie bóstwa odświeży aktualny czas odnowienia tego efektu. Czas odnowienia: 15 sek. ","Активний ефект: дає 10+2 за рівень шкоди від базової атаки та 30% швидкості атаки для наступних 5 базових атак. Вбивство бога скидає поточну перезарядку. Перезарядка: 15 с.","Активный эффект: 10+2 за уровень урона от базовых атак и +30% скорости атаки на следующие 5 базовых атак. Убийство бога перезаряжает способность. Перезарядка: 15 с.","Aktif: Sonraki 5 temel saldırın için seviye başına 10 + 2 Temel Saldırı Hasarı ve %30 Saldırı Hızı kazan. Bir tanrıyı katlettiğinde mevcut bekleme süresi yenilenir. Bekleme süresi: 15 sn.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Death Metal","Active: You and allied gods within 6.4m gain 15% Critical Strike Chance, and 20% Attack Speed for 6s. Cooldown: 60s.","Actif : vous-même et les divinités alliées à moins de 6,4m obtenez un bonus de force (10 + 1 par niveau), d'intelligence (15 + 2 par niveau) et 20% de vitesse d'attaque pendant 6s. Temps de recharge : 60s.","Aktiv: Du und verbündete Gottheiten innerhalb von 6,4m erhaltet für 6s 10 + 1*Stufe Stärke, 15 + 2*Stufe Intelligenz und 20% Angriffstempo. Abklingzeit: 60s","Ativa: você e deuses aliados dentro de 6,4m ganham 10 + 1*nível de força, 15 + 2*nível de inteligência e 20% de cadência por 6s. Intervalo: 60s.","Activa: tú y los dioses aliados dentro de un radio de 6,4 m obtenéis 10 + 1*nivel de fuerza, 15 + 2*nivel de inteligencia y 20% de velocidad de ataque durante 6s. Tiempo de reactivación: 60s.","アクティブ：自身と6.4ｍ以内にいる味方ゴッドは10 + レベル × 1の筋力、15 + レベル × 2の知力、20%の攻撃速度を6秒間獲得する。クールダウン：60秒","主动：你和6.4米内的友方神明获得（10+1*等级）点力量、（15+2*等级）点智慧和20%攻击速度，持续6秒。冷却时间：60秒。","Aktywacja: ty i sojusznicze bóstwa w promieniu 6,4 m zyskujecie 10 (+1x poziom) siły, 15 (+2x poziom) inteligencji i 20% szybkości ataku na 6 sek. Czas odnowienia: 60 sek.","Активний ефект: дає вам і дружнім богам в радіусі 6,4 м 10 + 1х рів. Сили, 15 + 2х рів. Розуму та 20% швидкості атаки на 6 с. Перезарядка: 60 с.","Активный эффект: дает вам и дружественным богам в радиусе 6,4 м 10 + 1х ур. Силы, 15 + 2х ур. Разума и 20% скорости атаки. Перезарядка: 60 с.","Aktif: Sen ve 6,4 m içerisindeki müttefik tanrılar 6 sn boyunca 10 + 1*Seviye Kuvvet, 15 + 2*Seviye Zekâ ve %20 Saldırı Hızı kazanırsınız. Bekleme süresi: 60 sn.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Deathbringer","Passive: You gain 35% increased Critical Strike Damage. ","Passif : vos coups critiques infligent 25% de dégâts supplémentaires.","Passiv: Du fügst um 25% erhöhten kritischen Schaden zu.","Passiva: você ganha 25% de aumento no dano de acerto crítico.","Pasiva: obtienes un 25% de aumento daño de ataque crítico.","パッシブ：クリティカルダメージが25%上昇する。","被动：你的暴击伤害提高25%。","Pasywnie: zadajesz obrażenia od trafień krytycznych zwiększone o 25%.","Пасивний ефект: збільшує шкоду від критичного удару на 25%.","Пассивный эффект: +25% урона от ваших критических ударов.","Pasif: Kritik Vuruş hasarın %25 artar.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.EyeOfTheStorm","Active: Toggle to Vortex enemies around you toward you, damaging you for 4% of your Max Health as Magical Damage per second while active. Automatically deactivates at 200 Health remaining.","Actif : un vortex attire les ennemis proches vers vous, ce qui vous inflige des dégâts magiques valant 3% de vos PV max par seconde pendant qu'il est actif. Désactivé automatiquement quand vous n'avez plus que 200 PV.","Aktiv: Umschalten, um Gegner um dich herum zu dir zu wirbeln, was dir 3% deiner max. HP als magischen Schaden pro Sekunde zufügt, solange er aktiv ist. Deaktiviert sich automatisch bei 200 verbleibenden HP.","Ativa: alterna para puxar na sua direção os inimigos que estão em um vórtex ao seu redor, causando a você dano de 3% da sua vida máxima como dano mágico por segundo enquanto está ativo. Desativa-se automaticamente quando você chegar em 200 de vida.","Activa: Habilita el vórtice para lanzar a los enemigos que te rodean hacia ti, lo que absorbe un 3% de tu salud máx. como daño mágico por segundo mientras está activo. Se desactiva automáticamente cuando te quedan 200 de salud.","アクティブ：切り替えで周囲の敵を渦で自身へ引き寄せる。発動中、最大HPの3%の魔法ダメージを毎秒受ける。残りHPが200になると自動で無効になる。","主动：切换以将敌方卷向你，生效期间，每秒对你造成你生命值上限3%的魔法伤害。在剩余200点生命值时自动停止。","Aktywacja: przełączaj, by przyciągać do siebie wrogów dookoła ciebie, zadając ci obrażenia magiczne równe 3% twoich maks. PZ na sek., gdy przedmiot jest aktywny. Efekt wyłączy się automatycznie po spadnięciu do 200 PZ.","Активний ефект: перемикає вихор і притягує ворогів до вас, завдаючи вам магічної шкоди на 3% ваших макс. ОЗ за 1 с під час активації. Автоматично вимикається, коли залишається 200 ОЗ.","Активный эффект: переключение на Вихрь, притягивающий к вам окружающих врагов, нанося вам магический урон на 2,5% ваших макс. ОЗ в секунду. Отключается автоматически, когда остается 200 ОЗ.","Aktif: Etkinleştirdiğinde etrafındaki düşmanları kendine çekersin. Aktif olduğu sürece her saniyede sana maksimum Can değerinin %3'ü kadar Sihirli Hasar verir. 200 Canın kaldığında kendiliğinden kapanır.","2025-04-08T13:32:52Z","2025-04-03T20:26:04Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.GloriousPridwen","Active: Create an explosion dealing 65% of your Protections as Magical Damage and slowing targets by 25% for 3s in a 4.8m radius. Then you gain a Shield equal to 125% of your Protections for 5s. When destroyed, by timing out or being depleted, you explode again. Cooldown: 45s.","Actif : vous déclenchez une explosion de 4,8m de rayon qui inflige des dégâts magiques équivalant à 55% de vos protections. Elle ralentit aussi les ennemis de 25% pendant 3s. Ensuite, vous obtenez un bouclier de 5s dont le montant est égal à 100% de vos protections. Quand le bouclier disparaît, il déclenche à nouveau l'explosion. Temps de recharge : 45s.","Aktiv: Erzeuge eine Explosion, die 55% deines Schutzes als magischen Schaden verursacht und Ziele in einem Radius von 4,8m für 3s um 25% verlangsamt. Du erhältst dann einen Schild in Höhe von 100% deines Schutzes für 5s. Läuft der Schild aus, explodierst du erneut. Abklingzeit: 45s.","Ativa: cria uma explosão causando 55% das suas proteções como dano mágico e 25% de lentidão por 3s em um raio de 4,8m. Então você ganha um escudo igual a 100% da suas proteções por 5s. Quando o escudo acaba, seja porque foi destruído, ou pelo fim do tempo, você explode novamente. Intervalo: 45s.","Activa: Crea una explosión que inflige el 55% de tus protecciones como daño mágico y ralentiza a los objetivos un 25% durante 3s en un radio de 4,8 m. Luego obtienes un escudo equivalente al 100% de tus protecciones durante 5s. Cuando se destruye, se termina el tiempo o se agota, explotas otra vez. Tiempo de reactivación: 45s.","アクティブ：爆発を生み出して防御力の55%を魔法ダメージとして与え、半径4.8m以内の標的に25%のスロウ効果を与える。その後、防御力の100%に相当するシールドを5秒間獲得する。時間切れもしくは消耗によりシールドが破壊されると再度爆発を起こす。クールダウンは45秒。","主动：制造爆炸，对4.8米半径内的目标造成等于你55%抗性的魔法伤害，并减速25%，持续3秒。然后获得一面等于你100%抗性的护盾，持续5秒。护盾到期或耗尽时再次制造爆炸。冷却时间：45秒。","Aktywacja: tworzysz eksplozję zadającą obrażenia magiczne równe 55% twoich ochron i na 3 sek. spowalniającą cele o 25% w promieniu 4,8 m. Następnie zyskujesz tarczę równą 100% twoich ochron na 5 sek. Kiedy zostanie zniszczona, w wyniku upływu czasu lub zużycia, eksploduje ponownie. Czas odnowienia: 45 sek.","Активний ефект: ви створюєте вибух, який завдає ворогам у радіусі 4,8 м магічної шкоди в розмірі 55% від вашого захисту та уповільнює їх на 25% на 3 с. Потім дає щит міцністю 100% від захисту на 5 с. Щит вибухає від ворожої шкоди або коли мине час його дії. Перезарядка: 45 с.","Активный эффект: взрыв наносит врагам в радиусе 4,8 м магический урон на 55% от вашей защиты и замедляет их на 25% на 3 с. Затем вы получаете щит на 100% вашей защиты на 5 с. После разрушения щита от урона или времени снова происходит взрыв. Перезарядка: 45 с.","Aktif: 4,8 m çapındaki bir alanda hedeflere senin Fiziksel ve Sihirli Korumalarının %55'i kadar Sihirli Hasar veren ve 3 sn boyunca %25 Yavaşlatma uygulayan bir patlama oluştur. Ardından 5 saniyeliğine Fiziksel ve Sihirli Korumalarının %100'üne denk bir Kalkan kazan. Kalkan süresi dolup veya Canı bitip yok olduğunda bir patlama daha olur. Bekleme süresi: 45 sn.","2025-04-08T13:32:52Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Influence.Sunder","Active: Instantly deals 175 + 25 per level true damage to Jungle Monsters and Jungle Bosses. Deals 500 damage at level 13 and above. 

Hits Gods, dealing 25 + 4 per level True Damage 3 times over 2s. Cooldown: 120s, reduced by 30s if used only on Jungle Monsters or Bosses.","Actif : vous infligez instantanément à un monstre ou à un boss de jungle des dégâts équivalents à 175 + 25 par niveau. À partir du niveau 13, vous infligez 500 dégâts. 

Contre une divinité, vous infligez des dégâts bruts équivalents à 25 + 6 par niveau, 3 fois en 2s. Temps de recharge : 120s, réduit de 30s si vous l'utilisez uniquement contre des monstres ou boss de jungle.","Aktiv: Fügt Dschungelmonstern und Dschungelbossen sofort 175 + 25 pro Stufe absoluten Schaden zu. Ab Stufe 13 erhöht sich der Schaden auf 500.

Fügt Gottheiten über 2s 3-mal 25 + 6 pro Stufe absoluten Schaden zu. Abklingzeit: 120s (-30s, wenn nur Dschungelmonster oder -bosse getroffen werden)","Ativa: causa instantaneamente 175 + 25 por nível de dano real a monstros de selva e chefes de selva. Causa 500 de dano no nível 13 e acima. 

Acerta deuses, causando 25 + 6 por nível de dano real, 3 vezes no decorrer de 2s. Intervalo: 120s, reduzido em 30s se usado somente em monstros ou chefes de selva.","Activa: Inflige 175 (+25 por nivel) de daño verdadero al instante a los monstruos y jefes de la jungla. Inflige 500 de daño en el nivel 13 y superior. 

Golpea a los dioses y causa 25 (+6 por nivel) de daño verdadero 3 veces en 2s. Tiempo de reactivación: 120s, reducido en 30s si se usa solo en monstruos de la jungla o en jefes.","アクティブ：ジャングルモンスターとジャングルボスに、即座に175 + レベルごとに25の確定ダメージを与える。レベル13以上の場合、500ダメージを与える。

ゴッドに命中すると、2秒間に25 + レベルごとに6の確定ダメージを最大3回与える。クールダウン：120秒。ジャングルモンスターやボスに使用した場合、クールダウンは30秒減少する。","主动：立即对野区怪物和野区首领造成175+每级25点纯粹伤害。不低于13级时，造成500点伤害。

可命中神明，在2秒内造成3次25+每级6点纯粹伤害。冷却时间：120秒，若只对野区怪物或首领使用，则缩短30秒。","Aktywacja: natychmiast zadaje potworowi lub bossowi z dżungli 175 (+25 na poz.) nieunikn. obrażeń (lub 500 na poz. 13 lub wyższym).

Działa również na bóstwa, zadając 25 (+6 na poz.) nieunikn. obrażeń 3 razy w ciągu 2 sek. Czas odnowienia: 120 sek. (skrócony o 30 sek., jeśli użyto przedmiotu wyłącznie w walce z potworami i bossami z dżungli).","Активний ефект: миттєво завдає 175 + 25 за рівень чистої шкоди монстрам і босам із джунглів. На рівні 13 і вище завдає 500 шкоди. 

Вражає богів, завдаючи 25 + 6 за рівень чистої шкоди 3 рази за 2 с. Перезарядка: 120 с, зменшується на 30 с, якщо діє тільки проти монстрів і босів із джунглів.","Активный эффект: мгновенно наносит 175 ед. + 25 ед. за ур. чистого урона монстрам и боссам из джунглей. На уровне 13 и выше наносит 500 ед. урона. 

Богам наносит 25 ед. + 4 ед. за ур. чистого урона 3 раза за 2 с. Перезарядка: 120 с., или на 30 с. меньше, если используется только против монстров и боссов из джунглей.","Aktif: Orman canavarlarına ve orman elebaşlarına anında 175 + seviye başına 25 Gerçek Hasar ver. 13. seviyede ve üzerinde 500 hasar ver. 

Tanrılara vurduğunda 2 saniyede 3 kez 25 + seviye başına 6 Gerçek Hasar ver. Bekleme süresi: 120 saniye, Orman Canavarlarına veya Elebaşlarına karşı kullanıldığında 30 saniye azalır.","2025-04-08T13:32:52Z","2025-03-31T12:06:34Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.Lorg Mor","Passive: Enemies hit by your abilities take 40% of your Item Protections as bonus Physical Damage. This effect only triggers once per ability per god.","Passif : vos compétences infligent des dégâts physiques bonus (15 + 25% des protections de vos objets). Cet effet ne s'applique qu'une fois par compétence pour chaque divinité adverse.","Passiv: Von deinen Fertigkeiten getroffene Gegner erhalten zusätzlichen physischen Schaden in Höhe von 15 + 25% deines Gegenstandschutzes. Dieser Effekt wird nur einmal pro Fertigkeit und Gottheit ausgelöst.","Passiva: inimigos atingidos pelas suas habilidades tomam 15 + 25% das suas proteções de itens como dano físico bônus. Esse efeito só ativa uma vez por habilidade, por deus.","Pasiva: Los enemigos golpeados por tus habilidades reciben 15 + 25% de tus protecciones de objetos como bonificación de daño físico. Este efecto solo se activa una vez por habilidad y por dios.","パッシブ：アビリティが命中した敵は15 + アイテムによる防御力の25%をボーナス物理ダメージとして受ける。この効果はアビリティ、ゴッドそれぞれにつき一度だけ発動する。","被动：被你的技能命中的敌方额外受到（15+你物品抗性25%）的物理伤害。每个技能只能对每位神明触发一次此效果。","Pasywnie: wrogowie trafieni przez twoje zdolności otrzymują 15 (+25% sumy ochron z twoich przedmiotów) jako dodatkowe obrażenia fizyczne. Efekt ten aktywuje się tylko raz na zdolność na bóstwa.","Пасивний ефект: завдає враженим здібністю ворогам додаткової фізичної шкоди в розмірі 15 + 25% вашого захисту від предметів. Ефект діє 1 раз для однієї здібності у одного бога.","Пассивный эффект: задевая врагов способностями, вы наносите им бонусный физический урон на 15 + 25% вашей защиты от предметов. Эффект срабатывает не чаще 1 раза на каждую способность против каждого бога.","Pasif: Yeteneklerinle vurulan düşmanlar 15 + eşyalardan edindiğin Fiziksel ve Sihirli Korumaların %25'i kadar bonus Fiziksel Hasar alır. Bu etki her tanrıda yetenek başına bir kez tetiklenebilir.","2025-04-08T13:32:52Z","2025-03-31T12:06:34Z","HW.Items.Descriptions"
"","false","false","HW.Items.Descriptions,item.PendulumBlade","Active: Reduce your ability cooldowns by 4s. Cooldown: 40s.","Actif : vos temps de recharge en cours diminuent de 3s. Temps de recharge : 50s.","Aktiv: Verringere die Abklingzeiten deiner Fertigkeiten um 3s. Abklingzeit: 50s.","Ativa: reduz os intervalos das suas habilidades em 3s. Intervalo: 50s","Activa: reduce los tiempos de reactivación de tus habilidades 3s. Tiempo de reactivación: 50s","アクティブ：アビリティのクールダウンが3秒減少する。クールダウン：50秒","主动：你的技能冷却时间缩短3秒。冷却时间：50秒。","Aktywacja: skróć czasy odnowień swoich zdolności o 3 sek. Czas odnowienia: 50 sek.","Активний ефект: скорочення перезарядки здібностей на 3 с. Перезарядка: 50 с.","Активный эффект: перезарядка способностей уменьшается на 3 с. Перезарядка: 50 с.","Aktif: Yeteneklerinin bekleme süreleri 3 sn azalır. Bekleme süresi: 50 sn.","2025-04-08T13:22:33Z","2025-04-08T13:22:33Z","HW.Items.Descriptions"
